"text","transcription",lang,text2,transcription2,lang2,"translation","category","partOfSpeech"
"office","[ˈɒfɪs]",,,,,"офис","Работа, карьера","Существительные"
"policy","[ˈpɒlɪsi]",,,,,"политика (в знач. стратегия, линия поведения)","Работа, карьера","Существительные"
"plan","[plæn]",,,,,"план","Работа, карьера","Существительные"
"control","[kənˈtrəʊl]",,,,,"контроль","Работа, карьера","Существительные"
"report","[rɪˈpɔːt]",,,,,"отчет (доклад)","Работа, карьера","Существительные"
"site","[saɪt]",,,,,"объект (напр. строительный)","Работа, карьера","Существительные"
"performance","[pəˈfɔːməns]",,,,,"производительность","Работа, карьера","Существительные"
"effort","[ˈɛfət]",,,,,"усилие (труд)","Работа, карьера","Существительные"
"action","[ˈækʃ(ə)n]",,,,,"действие","Работа, карьера","Существительные"
"activity","[ækˈtɪvɪti]",,,,,"деятельность","Работа, карьера","Существительные"
"practice","[ˈpræktɪs]",,,,,"практика","Работа, карьера","Существительные"
"skill","[skɪl]",,,,,"умение, навык","Работа, карьера","Существительные"
"order","[ˈɔːdə]",,,,,"порядок, приказ, заказ","Работа, карьера","Существительные"
"meeting","[ˈmiːtɪŋ]",,,,,"встреча","Работа, карьера","Существительные"
"operation","[ˌɒpəˈreɪʃən]",,,,,"операция","Работа, карьера","Существительные"
"interview","[ˈɪntəvjuː]",,,,,"интервью (собеседование)","Работа, карьера","Существительные"
"quality","[ˈkwɒlɪti]",,,,,"качество","Работа, карьера","Существительные"
"success","[səkˈsɛs]",,,,,"успех","Работа, карьера","Существительные"
"task","[tɑːsk]",,,,,"задача","Работа, карьера","Существительные"
"break","[breɪk] ",,,,,"перерыв","Работа, карьера","Существительные"
"mission","[ˈmɪʃən]",,,,,"миссия","Работа, карьера","Существительные"
"labor","[ˈleɪbə]",,,,,"труд","Работа, карьера","Существительные"
"weekend","[ˈwiːkˈɛnd]",,,,,"уикэнд, выходные (сб, вс)","Работа, карьера","Существительные"
"attempt","[əˈtɛmpt]",,,,,"попытка","Работа, карьера","Существительные"
"day off","[deɪ ɒf]",,,,,"выходной день","Работа, карьера","Существительные"
"lack","[læk]",of something,,,,"нехватка","Работа, карьера","Существительные"
"target","[ˈtɑːgɪt]",,,,,"цель","Работа, карьера","Существительные"
"tool","[tuːl]",,,,,"инструмент","Работа, карьера","Существительные"
"leadership","[ˈliːdəʃɪp]",,,,,"руководство (лидерство)","Работа, карьера","Существительные"
"procedure","[prəˈsiːʤə]",,,,,"процедура (порядок выполнения действий)","Работа, карьера","Существительные"
"document","[ˈdɒkjʊmənt]",,,,,"документ","Работа, карьера","Существительные"
"contacts","[ˈkɒntækts]",,,,,"контактные данные","Работа, карьера","Существительные"
"progress","[ˈprəʊgrəs]",,,,,"прогресс","Работа, карьера","Существительные"
"application","[ˌæplɪˈkeɪʃ(ə)n]",,,,,"заявка","Работа, карьера","Существительные"
"instruction","[ɪnˈstrʌkʃən]",,,,,"инструкция","Работа, карьера","Существительные"
"instrument","[ˈɪnstrʊmənt]",,,,,"инструмент","Работа, карьера","Существительные"
"file","[faɪl]",,,,,"файл, документ, личное дело","Работа, карьера","Существительные"
"outcome","[ˈaʊtkʌm]",,,,,"итог (результат)","Работа, карьера","Существительные"
"duty","[ˈdjuːti]",,,,,"долг (должностная обязанность)","Работа, карьера","Существительные"
