"text","transcription",lang,text2,transcription2,lang2,"translation","category","partOfSpeech"
"PM","[piː-ɛm]",,,,,"после полудня","Наречия времени","Наречия"
"pocket","[ˈpɒkɪt]",,,,,"карман","Одежда","Существительные"
"poem","[ˈpəʊɪm]",,,,,"стихотворение","Литература","Существительные"
"poet","[ˈpəʊɪt]",,,,,"поэт","Литература","Существительные"
"poetry","[ˈpəʊɪtri]",,,,,"поэзия","Литература","Существительные"
"point","[pɔɪnt]",,,,,"указывать (на что-либо)","Физические действия (человека)","Глаголы"
"point","[pɔɪnt]",,,,,"точка","Математика","Существительные"
"point","[pɔɪnt]",,,,,"точка (пункт)","Пространство","Существительные"
"pole","[pəʊl]",geography,,,,"полюс (напр. Северный полюс)","Мир, природа","Существительные"
"police","[pəˈliːs]",,,,,"полиция","Закон","Существительные"
"policy","[ˈpɒlɪsi]",,,,,"политика (в знач. стратегия, линия поведения)","Работа, карьера","Существительные"
"political","[pəˈlɪtɪkəl]",,,,,"политический","Государство и общество","Прилагательные"
"politically","[pəˈlɪtɪkəli]",,,,,"политически","Образа действия","Наречия"
"politician","[ˌpɒlɪˈtɪʃən]",,,,,"политик","Государство и общество","Существительные"
"politics","[ˈpɒlɪtɪks]",,,,,"политика","Государство и общество","Существительные"
"poll","[pəʊl]",,,,,"опрос","Государство и общество","Существительные"
"pollution","[pəˈluːʃən]",,,,,"загрязнение","Мир, природа","Существительные"
"pool","[puːl]",,,,,"бассейн","Дом, быт","Существительные"
"poor","[pʊə]",,,,,"бедный","Деньги, количество","Прилагательные"
"pop","[pɒp]",,,,,"выскакивать","Физические действия (общие)","Глаголы"
"popular","[ˈpɒpjʊlə]",,,,,"популярный","Мораль, поведение","Прилагательные"
"population","[ˌpɒpjʊˈleɪʃən]",,,,,"население","Государство и общество","Существительные"
"port","[pɔːt]",,,,,"порт","Транспорт","Существительные"
"portion","[ˈpɔːʃən]",,,,,"порция","Техника","Существительные"
"portrait","[ˈpɔːtrɪt]",,,,,"портрет","Живопись, фотография","Существительные"
"pose","[pəʊz]",,,,,"позировать","Физические действия (человека)","Глаголы"
"position","[pəˈzɪʃən]",,,,,"положение (должность )","Профессии, должности","Существительные"
"positive","[ˈpɒzətɪv]",,,,,"положительный","Человек","Прилагательные"
"possess","[pəˈzɛs]",,,,,"обладать","Наличие/отсутствие, принадлежность","Глаголы"
"possibility","[ˌpɒsəˈbɪlɪti]",,,,,"возможность","Работа, карьера","Существительные"
"possible","[ˈpɒsəbl]",,,,,"возможный","Важность, вероятность","Прилагательные"
"possibly","[ˈpɒsəbli]",,,,,"возможно","Вводные и соединительные слова","Наречия"
"post office","[pəʊst]",,,,,"почта","Город","Существительные"
"postpone","[pɛʊstˈpəʊn]",,,,,"откладывать","Этапы действия, часть и целое","Глаголы"
"pot","[pɒt]",,,,,"горшок","Дом, быт","Существительные"
"potato","[pəˈteɪtəʊ]",,,,,"картофель","Еда","Существительные"
"potential","[pəʊˈtɛnʃəl]",,,,,"потенциал","Психология, чувства","Существительные"
"potential","[pəʊˈtɛnʃəl]",,,,,"потенциальный","Важность, вероятность","Прилагательные"
"potentially","[pəʊˈtɛnʃəli]",,,,,"потенциально","Образа действия","Наречия"
"poultry","[ˈpəʊltri]",,,,,"домашняя птица","Животные, растения","Существительные"
"pound","[paʊnd]",,,,,"фунт","Физические явления, характеристики","Существительные"
"pour","[pɔː]",,,,,"лить","Физические действия (человека)","Глаголы"
"poverty","[ˈpɒvəti]",,,,,"бедность","Экономика, бизнес","Существительные"
"power","[ˈpaʊə]",,,,,"энергия","Физические явления, характеристики","Существительные"
"power","[ˈpaʊə]",,,,,"энергия","Техника","Существительные"
"power","[ˈpaʊə]",,,,,"власть","Государство и общество","Существительные"
"powerful","[ˈpaʊəfʊl]",,,,,"мощный","Физические качества","Прилагательные"
"practical","[ˈpræktɪkəl]",,,,,"практический","Важность, вероятность","Прилагательные"
"practice","[ˈpræktɪs]",,,,,"практиковаться","Работа, сотрудничество","Глаголы"
"practice","[ˈpræktɪs]",,,,,"практика","Работа, карьера","Существительные"
"pray","[preɪ]",,,,,"молиться","Человек","Глаголы"
"prayer","[preə]",,,,,"молитва","Религия","Существительные"
